recipe_id,prediction
79578623,46.3814037045849
34742403,112.71134862184543
27205316,16.595684727960624
15313464,64.4046553382095
72546246,23.433029408481495
47960528,22.84992483607205
17168696,-23.651572012698203
34908790,14.970687350664814
56026880,42.30223299586267
81190852,67.7996891876256
39457672,25.525928139866046
33662989,-0.19695134844457485
62801356,3.979572237661987
92491996,50.74784192651198
70506903,48.22605570943426
94715209,33.53486381440597
22953865,9.060935648374102
72028659,44.309447295100256
08160453,103.90528078893004
42192557,13.099945442645943
53952610,29.0412281811197
22633187,56.84224206838019
05750691,141.3893092920698
01505200,84.11137166171316
32412714,35.47308086048139
70581626,30.020493142804344
48274570,3.4306723664248366
94846770,31.98881774777251
59083941,8.434496731441607
86877533,14.680982710598393
72701762,34.634213158027016
88677556,32.83001348224201
04278512,2.3511156723852125
15595292,28.753181632374197
41147372,29.58899768479397
25584340,24.09145232946303
69328916,61.68456261243036
24774520,57.03999263739494
00750003,36.03723283158698
30444506,153.30026272736882
02621700,23.22418976526495
90023531,54.51575574379654
95214510,83.26022217344858
10533043,148.61343014108917
37504356,25.74824394256389
03824863,54.85616171225926
60060136,30.676868003490824
78356877,51.08239347517122
75000882,66.66505494824635
40043745,49.412895018291934
47104104,262.17382125060493
84867152,76.9099834284045
70673400,101.25855416002518
28244571,23.16160816772394
79896591,33.68616298362073
84685075,57.78904139626755
35965100,107.24053401904736
41876532,56.108847593696446
62282980,48.75842987272255
77449589,12.429895733155988
57955913,34.81910665650446
03991813,15.144168033082517
71455770,21.945979852048232
14796884,1.1050822206983444
64813822,37.76920726829646
89450655,45.698629144966745
47588647,334.48747501886754
49664731,39.52165718176348
31158037,-3.2291288440860484
33256281,64.10512347240801
82018158,50.08564097996887
22056123,62.13608723434684
03753288,-1.7580482088593499
27345154,74.92332050533655
76138577,63.288863566777195
61894998,71.56853617980597
08492811,3.3059304754194265
95834683,53.794632017777545
68821230,54.32250109087199
44649797,22.18132670224046
79688582,106.70212445547934
30025001,125.93475951710315
28249255,31.98247258058094
28372742,59.16297862368987
57530120,6.349109871990503
25284034,85.83951514448701
74697722,102.57146024906731
35074215,30.330417237801925
46211431,5.715060699221992
19742808,55.71632793314446
36706179,105.43425597489203
56739951,51.043898644737936
03803044,288.3848138013506
04322709,40.61891608841661
83952608,44.23432660640209
19588302,23.071017273848685
17959141,44.80793778394275
24538523,98.46360910559464
09615692,30.788837203256172
